method,oracle_type1,oracle_type2,fingerprint_type,total_separating_queries,total_separating_symbols,total_conformance_queries,total_conformance_symbols,total_learning_queries,total_learning_symbols,false_positives,false_negatives,learned_models,len(specifications),start_specs
AL#,WpK,WpK,None,0,0,0,0,15323406,114877277,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066315,22982435,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065159,22977502,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064929,22975959,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325834,114880247,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,35608,210223,0,5,24,11,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,95,310,16001,112805,9049,54456,0,1,29,7,None
IF-AL#,RandomWp100,RandomWp100,adg,87,200,15761,110819,9238,56002,0,2,28,8,None
IF-L#,RandomWp100,RandomWp100,sep_seq,77,174,15017,102903,8455,51106,0,2,22,8,None
IF-L#,RandomWp100,RandomWp100,adg,83,288,13639,92767,10486,61078,0,4,22,10,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,25456,135231,0,9,12,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,46989,677294,0,1,6,7,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,83,206,20577,412804,16027,242385,0,5,7,11,None
IF-AL#,RandomWord1000,RandomWord1000,adg,66,211,20736,413631,16281,230270,0,4,16,10,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,80,197,21984,438369,14258,217484,0,4,7,10,None
IF-L#,RandomWord1000,RandomWord1000,adg,72,159,23017,460337,11296,173151,0,2,5,8,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41433,642253,0,6,5,12,None
AL#,WpK,WpK,None,0,0,0,0,15323406,114877277,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066040,22981012,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066160,22981516,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065223,22978147,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064817,22975201,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325935,114881058,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,38391,230157,0,1,28,7,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,98,384,15678,110106,10092,62070,0,2,28,8,None
IF-AL#,RandomWp100,RandomWp100,adg,77,197,11392,75581,12249,71815,0,7,19,13,None
IF-L#,RandomWp100,RandomWp100,sep_seq,78,184,14398,99046,10069,61053,0,3,24,9,None
IF-L#,RandomWp100,RandomWp100,adg,80,218,13540,93754,10269,60544,0,5,24,11,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,24138,128324,0,10,10,16,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,47521,680726,0,5,13,11,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,76,172,22834,456593,11807,176395,0,2,5,8,None
IF-AL#,RandomWord1000,RandomWord1000,adg,77,233,21757,435001,15300,224359,0,4,12,10,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,75,167,22859,457178,11446,174299,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,84,210,21836,436805,12774,196412,0,3,8,9,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42690,649696,0,9,5,15,None
AL#,WpK,WpK,None,0,0,0,0,15323231,114876320,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066311,22982199,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066160,22981516,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065111,22977298,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064933,22976130,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325817,114880115,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,35957,209117,0,2,21,8,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,77,176,14682,100916,9961,60464,0,3,24,9,None
IF-AL#,RandomWp100,RandomWp100,adg,70,179,12793,86062,10943,64816,0,5,22,11,None
IF-L#,RandomWp100,RandomWp100,sep_seq,107,330,14079,97131,10426,61834,0,4,24,10,None
IF-L#,RandomWp100,RandomWp100,adg,74,175,11057,71664,9124,53077,0,4,17,10,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,27411,152319,0,11,14,17,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,46702,677434,0,2,6,8,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,72,152,24024,479771,8559,129969,0,0,5,6,None
IF-AL#,RandomWord1000,RandomWord1000,adg,72,180,23340,466861,12024,178120,0,2,7,8,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,74,162,22424,448577,11274,172974,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,75,219,19370,386433,18999,286069,0,7,8,13,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42175,646277,0,8,4,14,None
AL#,WpK,WpK,None,0,0,0,0,15323299,114876850,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066221,22981764,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065145,22977315,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325710,114879285,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,39860,242253,0,1,28,7,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,111,349,12367,83435,11750,68247,0,6,21,12,None
IF-AL#,RandomWp100,RandomWp100,adg,72,180,15479,106969,9288,55472,0,2,27,8,None
IF-L#,RandomWp100,RandomWp100,sep_seq,81,185,11814,77617,9200,52676,0,5,19,11,None
IF-L#,RandomWp100,RandomWp100,adg,67,156,15233,106301,9689,59291,0,2,26,8,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,21397,108232,0,9,7,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,46235,671166,0,1,5,7,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,79,184,21903,437901,12508,194804,0,3,11,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,65,138,24005,479646,8624,130694,0,0,5,6,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,105,317,22740,454538,13243,198317,0,3,5,9,None
IF-L#,RandomWord1000,RandomWord1000,adg,85,209,21342,427024,14292,220457,0,4,5,10,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41398,642558,0,5,5,11,None
AL#,WpK,WpK,None,0,0,0,0,15323199,114876417,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066338,22982482,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065145,22977315,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325686,114879153,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,39625,239200,0,1,29,7,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,76,172,14357,97688,9691,58492,0,3,25,9,None
IF-AL#,RandomWp100,RandomWp100,adg,70,163,13403,89649,8548,49383,0,3,22,9,None
IF-L#,RandomWp100,RandomWp100,sep_seq,78,182,14054,94709,8058,46785,0,2,23,8,None
IF-L#,RandomWp100,RandomWp100,adg,70,159,14879,102762,9710,59330,0,3,23,9,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,26634,147120,0,9,14,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45142,663432,0,2,5,8,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,72,152,23516,469761,10003,151567,0,1,5,7,None
IF-AL#,RandomWord1000,RandomWord1000,adg,77,200,22696,454296,11546,173986,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,79,188,21644,433890,14348,218986,0,4,5,10,None
IF-L#,RandomWord1000,RandomWord1000,adg,85,178,23780,476615,10450,155702,0,1,5,7,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41616,643767,0,6,6,12,None
AL#,WpK,WpK,None,0,0,0,0,15323459,114877573,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066180,22981894,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066160,22981516,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065025,22976638,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325510,114877885,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,38768,235219,0,1,29,7,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,103,310,15827,110690,9607,58381,0,2,28,8,None
IF-AL#,RandomWp100,RandomWp100,adg,78,198,11078,70709,9150,52865,0,4,14,10,None
IF-L#,RandomWp100,RandomWp100,sep_seq,80,185,11381,73498,8615,48939,0,4,16,10,None
IF-L#,RandomWp100,RandomWp100,adg,77,199,14179,97623,9153,54113,0,3,22,9,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,27773,153803,0,10,14,16,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45814,668400,0,3,6,9,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,80,189,21326,427089,14071,218417,0,4,8,10,None
IF-AL#,RandomWord1000,RandomWord1000,adg,88,188,22520,449435,11319,173040,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,100,292,23035,461418,9745,151333,0,1,5,7,None
IF-L#,RandomWord1000,RandomWord1000,adg,88,196,24002,479805,10620,156590,0,1,5,7,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42413,648198,0,8,3,14,None
AL#,WpK,WpK,None,0,0,0,0,15323344,114876733,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066370,22982700,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065132,22977421,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064753,22974765,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325640,114878852,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,34180,195749,0,3,19,9,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,77,177,12885,83872,7272,41071,0,2,19,8,None
IF-AL#,RandomWp100,RandomWp100,adg,70,230,15177,104665,10102,61219,0,3,26,9,None
IF-L#,RandomWp100,RandomWp100,sep_seq,74,164,13735,92762,8893,54080,0,2,24,8,None
IF-L#,RandomWp100,RandomWp100,adg,75,173,14403,98132,9371,55714,0,3,23,9,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,22192,111615,0,7,8,13,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,46205,672732,0,7,10,13,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,76,174,23397,469256,13111,197797,0,3,9,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,70,212,20797,415247,16029,241154,0,5,5,11,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,75,167,23889,477605,10078,152929,0,1,5,7,None
IF-L#,RandomWord1000,RandomWord1000,adg,81,225,21977,440219,12920,196069,0,3,8,9,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41713,644108,0,8,4,14,None
AL#,WpK,WpK,None,0,0,0,0,15323313,114876564,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066129,22981509,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066166,22981849,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065218,22978003,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064929,22975959,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325723,114879516,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,34108,197844,0,5,22,11,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,74,162,15665,109293,8545,51338,0,1,28,7,None
IF-AL#,RandomWp100,RandomWp100,adg,75,197,11021,71820,12014,70531,0,6,18,12,None
IF-L#,RandomWp100,RandomWp100,sep_seq,74,164,16051,112810,9041,56160,0,1,28,7,None
IF-L#,RandomWp100,RandomWp100,adg,73,253,14537,101772,11208,67853,0,4,26,10,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,24130,125897,0,9,10,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,44282,659868,0,4,5,10,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,80,191,22288,445746,15463,227077,0,4,15,10,None
IF-AL#,RandomWord1000,RandomWord1000,adg,73,197,21641,433482,13460,199866,0,3,5,9,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,77,178,22294,446470,13097,198243,0,3,12,9,None
IF-L#,RandomWord1000,RandomWord1000,adg,73,219,20392,407137,17257,263588,0,6,5,12,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42657,650174,0,4,4,10,None
AL#,WpK,WpK,None,0,0,0,0,15323316,114876607,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066075,22981246,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065111,22977298,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064874,22975629,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325563,114878233,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,39520,239424,0,1,29,7,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,72,152,16380,114702,7942,47996,0,0,25,6,None
IF-AL#,RandomWp100,RandomWp100,adg,65,138,16728,118021,8206,50025,0,0,30,6,None
IF-L#,RandomWp100,RandomWp100,sep_seq,81,192,13950,95898,9994,59929,0,4,25,10,None
IF-L#,RandomWp100,RandomWp100,adg,70,160,10739,67651,8504,47621,0,4,14,10,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,26947,148176,0,9,14,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,44806,663364,0,4,11,10,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,103,309,22190,442622,13231,197610,0,3,5,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,72,181,21451,429815,14804,222577,0,4,6,10,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,77,177,23717,474560,11435,174497,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,77,194,21464,429073,14409,217505,0,4,5,10,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41624,644499,0,6,5,12,None
AL#,WpK,WpK,None,0,0,0,0,15323276,114876682,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066256,22981934,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065111,22977298,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064903,22975890,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325716,114879363,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,36359,216624,0,4,25,10,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,72,152,16799,118759,8091,49086,0,0,30,6,None
IF-AL#,RandomWp100,RandomWp100,adg,72,180,15305,106388,9523,57162,0,2,27,8,None
IF-L#,RandomWp100,RandomWp100,sep_seq,81,186,9794,61394,9020,50106,0,6,14,12,None
IF-L#,RandomWp100,RandomWp100,adg,73,209,12605,84961,11194,65400,0,6,22,12,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,23730,124578,0,9,11,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,46635,673962,0,2,6,8,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,103,307,22486,448672,14110,217124,0,4,4,10,None
IF-AL#,RandomWord1000,RandomWord1000,adg,67,178,21139,420190,15418,225097,0,4,16,10,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,76,172,22842,456432,12457,194297,0,3,5,9,None
IF-L#,RandomWord1000,RandomWord1000,adg,72,185,21366,426884,14156,217085,0,4,5,10,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42381,648105,0,7,4,13,None
AL#,WpK,WpK,None,0,0,0,0,15323375,114877108,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066165,22981780,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066160,22981516,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065060,22976775,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325910,114880761,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,37394,223501,0,3,25,9,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,107,363,14459,100788,11578,69656,0,4,26,10,None
IF-AL#,RandomWp100,RandomWp100,adg,66,141,16119,113018,9238,56703,0,1,27,7,None
IF-L#,RandomWp100,RandomWp100,sep_seq,78,184,13997,95877,9738,58110,0,3,24,9,None
IF-L#,RandomWp100,RandomWp100,adg,73,201,14211,96360,10057,60889,0,4,24,10,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,26189,141212,0,10,13,16,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45146,667143,0,6,9,12,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,76,174,22810,457085,12201,179204,0,2,7,8,None
IF-AL#,RandomWord1000,RandomWord1000,adg,71,154,23758,474430,10836,157186,0,1,5,7,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,74,162,23333,466505,11512,175149,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,65,175,21681,434565,12803,194664,0,3,3,9,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42455,648792,0,7,5,13,None
AL#,WpK,WpK,None,0,0,0,0,15323424,114877117,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066064,22981180,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065025,22976638,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325434,114877277,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,35892,213614,0,4,25,10,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,95,310,16294,115032,8850,53378,0,1,29,7,None
IF-AL#,RandomWp100,RandomWp100,adg,75,146,15006,102138,8042,46523,0,1,25,7,None
IF-L#,RandomWp100,RandomWp100,sep_seq,77,175,13254,89474,8938,52365,0,3,20,9,None
IF-L#,RandomWp100,RandomWp100,adg,83,222,11842,79385,11549,67191,0,6,20,12,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,23135,119839,0,11,8,17,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45266,665701,0,7,15,13,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,74,162,22533,450057,13373,198769,0,3,7,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,72,213,20271,405174,15993,240640,0,5,12,11,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,105,317,22475,449707,13012,197446,0,3,5,9,None
IF-L#,RandomWord1000,RandomWord1000,adg,84,185,23046,460849,11242,173577,0,2,5,8,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42021,646005,0,8,4,14,None
AL#,WpK,WpK,None,0,0,0,0,15323213,114876510,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066180,22981894,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065111,22977298,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064874,22975629,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325753,114879726,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,36205,213030,0,4,25,10,None
